Phone_ID,Account_ID,Phone_Number,Phone_Source,Phone_Type,Is_Primary,Is_Verified,Is_DNC,Date_Added,Phone_Status,Preferred_Dial_Order
14374,4414,5474650324,Customer Provided,Work,0,1,0,2026-01-12,Disconnected,3
14375,4414,8182039735,Client,Mobile,0,1,0,2026-01-12,Active,4
14376,4415,4005435279,Client,Mobile,1,1,0,2024-12-22,Active,1
14377,4415,2996503244,Credit Bureau,Mobile,0,0,0,2024-12-22,Active,2
14378,4416,7516309083,Credit Bureau,Mobile,1,0,0,2025-10-18,Active,1
14379,4416,8784322359,Customer Provided,Mobile,0,1,0,2025-10-18,Active,2
14380,4416,4221080829,Skip Trace,Work,0,1,0,2025-10-18,Active,3
14381,4417,3870241962,Skip Trace,Mobile,1,0,0,2025-01-26,Active,1
14382,4417,1306314205,Client,Home,0,1,0,2025-01-26,Active,2
14383,4417,4105928487,Client,Mobile,0,1,0,2025-01-26,Active,3
14384,4418,9006822904,Client,Home,1,0,0,2025-01-17,Active,1
14385,4418,6995399698,Credit Bureau,Home,0,1,0,2025-01-17,Active,2
14386,4418,0908456211,Credit Bureau,Mobile,0,1,0,2025-01-17,Active,3
14387,4418,3461215420,Credit Bureau,Mobile,0,1,0,2025-01-17,Active,4
14388,4419,9844404131,Client,Mobile,1,1,0,2025-02-05,Active,1
14389,4419,5609131825,Client,Mobile,0,1,0,2025-02-05,Active,2
14390,4419,5110349985,Credit Bureau,Mobile,0,0,0,2025-02-05,Active,3
14391,4420,1912182160,Credit Bureau,Mobile,1,0,0,2026-01-30,Active,1
14392,4420,8799996803,Client,Mobile,0,1,0,2026-01-30,Active,2
14393,4420,2452698892,Client,Mobile,0,1,1,2026-01-30,Active,3
14394,4421,1594237732,Client,Mobile,1,1,0,2024-07-26,Disconnected,1
14395,4421,9641356530,Client,Mobile,0,1,0,2024-07-26,Active,2
14396,4421,4352731588,Credit Bureau,Mobile,0,0,0,2024-07-26,Active,3
14397,4422,6190452365,Client,Mobile,1,0,0,2024-10-06,Active,1
14398,4422,6778194744,Client,Mobile,0,1,0,2024-10-06,Active,2
14399,4422,7336635720,Credit Bureau,Mobile,0,1,0,2024-10-06,Invalid,3
14400,4422,9944940949,Client,Mobile,0,1,0,2024-10-06,Invalid,4
14401,4422,2261611137,Credit Bureau,Mobile,0,0,0,2024-10-06,Active,5
14402,4423,6923903490,Credit Bureau,Mobile,1,1,0,2025-08-25,Active,1
14403,4423,5410892832,Client,Mobile,0,1,0,2025-08-25,Disconnected,2
14404,4423,6328085855,Client,Mobile,0,1,0,2025-08-25,Active,3
14405,4423,5197177395,Customer Provided,Mobile,0,1,0,2025-08-25,Active,4
14406,4424,5176632947,Client,Mobile,1,1,0,2025-05-14,Active,1
14407,4424,7269553284,Client,Mobile,0,1,0,2025-05-14,Active,2
14408,4424,5729396808,Credit Bureau,Mobile,0,1,0,2025-05-14,Active,3
14409,4424,3549086993,Client,Mobile,0,1,0,2025-05-14,Active,4
14410,4425,3685561420,Client,Mobile,1,0,0,2025-01-11,Invalid,1
14411,4425,5334086839,Customer Provided,Mobile,0,1,0,2025-01-11,Active,2
14412,4425,3839835055,Skip Trace,Work,0,1,0,2025-01-11,Active,3
14413,4425,5003330273,Client,Mobile,0,0,0,2025-01-11,Active,4
14414,4426,9496855712,Client,Mobile,1,1,0,2025-04-15,Active,1
14415,4426,6430150334,Credit Bureau,Mobile,0,1,0,2025-04-15,Active,2
14416,4427,3143956195,Client,Mobile,1,1,0,2026-01-28,Active,1
14417,4427,9873452622,Skip Trace,Mobile,0,1,0,2026-01-28,Active,2
14418,4428,1063171454,Client,Mobile,1,1,0,2024-09-25,Active,1
14419,4428,8762644768,Client,Mobile,0,1,0,2024-09-25,Disconnected,2
14420,4428,7475672696,Credit Bureau,Mobile,0,1,0,2024-09-25,Active,3
14421,4429,8900433749,Customer Provided,Home,1,1,0,2026-01-19,Active,1
14422,4429,7378140380,Customer Provided,Mobile,0,1,0,2026-01-19,Active,2
14423,4429,3197784446,Credit Bureau,Landline,0,1,0,2026-01-19,Active,3
14424,4429,4691372756,Client,Mobile,0,1,0,2026-01-19,Active,4
14425,4430,4614046604,Client,Mobile,1,1,0,2026-01-02,Active,1
14426,4430,5514815496,Credit Bureau,Mobile,0,1,0,2026-01-02,Active,2
14427,4431,1036977682,Credit Bureau,Mobile,1,1,0,2025-05-28,Active,1
14428,4431,6895532928,Client,Home,0,1,0,2025-05-28,Active,2
14429,4431,6137134363,Skip Trace,Landline,0,0,0,2025-05-28,Active,3
14430,4431,8564931637,Client,Landline,0,1,0,2025-05-28,Active,4
14431,4431,0749583581,Client,Home,0,1,0,2025-05-28,Active,5
14432,4432,1552406993,Client,Mobile,1,1,1,2025-08-12,Active,1
14433,4432,1176654505,Client,Mobile,0,1,0,2025-08-12,Active,2
14434,4432,2288815744,Client,Mobile,0,1,0,2025-08-12,Wrong Party,3
14435,4433,4313800513,Skip Trace,Mobile,1,1,0,2025-04-18,Active,1
14436,4433,4483842472,Customer Provided,Mobile,0,1,0,2025-04-18,Active,2
14437,4434,4270117135,Client,Mobile,1,1,0,2025-06-25,Active,1
14438,4434,9486861409,Credit Bureau,Home,0,0,0,2025-06-25,Invalid,2
14439,4435,6499505434,Skip Trace,Landline,1,0,0,2025-04-02,Active,1
14440,4435,9410355862,Credit Bureau,Landline,0,1,0,2025-04-02,Active,2
14441,4436,5529262616,Client,Mobile,1,1,0,2026-01-12,Active,1
14442,4436,4978596390,Client,Mobile,0,0,0,2026-01-12,Active,2
14443,4436,6766270226,Client,Landline,0,1,0,2026-01-12,Active,3
14444,4436,0672833815,Client,Mobile,0,1,0,2026-01-12,Disconnected,4
14445,4437,5123442630,Credit Bureau,Mobile,1,0,0,2025-01-31,Active,1
14446,4437,0828295813,Credit Bureau,Mobile,0,1,0,2025-01-31,Disconnected,2
14447,4437,0750407311,Client,Landline,0,1,0,2025-01-31,Wrong Party,3
14448,4438,8631471589,Credit Bureau,Landline,1,1,0,2024-07-18,Active,1
14449,4438,2660900023,Credit Bureau,Mobile,0,1,0,2024-07-18,Active,2
14450,4439,7385780280,Client,Mobile,1,1,0,2024-12-09,Active,1
14451,4439,1289124639,Client,Mobile,0,1,0,2024-12-09,Active,2
14452,4439,8885873782,Credit Bureau,Mobile,0,1,0,2024-12-09,Active,3
14453,4439,3780161816,Skip Trace,Mobile,0,0,0,2024-12-09,Disconnected,4
14454,4440,2111567430,Client,Home,1,1,0,2024-10-24,Active,1
14455,4440,5588114636,Customer Provided,Mobile,0,1,0,2024-10-24,Active,2
14456,4440,5119166714,Client,Home,0,1,0,2024-10-24,Active,3
14457,4440,0364062470,Client,Mobile,0,1,0,2024-10-24,Active,4
14458,4440,2668103149,Client,Mobile,0,1,0,2024-10-24,Active,5
14459,4441,4968656700,Client,Mobile,1,1,0,2026-01-08,Active,1
14460,4441,4225836831,Credit Bureau,Mobile,0,1,0,2026-01-08,Active,2
14461,4441,4392178305,Credit Bureau,Mobile,0,1,0,2026-01-08,Disconnected,3
14462,4442,5876821338,Credit Bureau,Mobile,1,1,0,2025-01-26,Active,1
14463,4442,3263196573,Skip Trace,Mobile,0,1,0,2025-01-26,Active,2
14464,4442,3235115634,Client,Mobile,0,1,0,2025-01-26,Active,3
14465,4443,4748879614,Credit Bureau,Home,1,0,0,2025-01-27,Active,1
14466,4443,0208578829,Credit Bureau,Mobile,0,1,0,2025-01-27,Active,2
14467,4443,8344883751,Credit Bureau,Mobile,0,0,0,2025-01-27,Active,3
14468,4444,8576777441,Credit Bureau,Work,1,0,0,2025-11-15,Active,1
14469,4444,7288958704,Client,Mobile,0,1,0,2025-11-15,Invalid,2
14470,4444,7471248344,Client,Mobile,0,1,0,2025-11-15,Active,3
14471,4444,5211953578,Customer Provided,Mobile,0,1,0,2025-11-15,Active,4
14472,4445,0319068220,Client,Mobile,1,1,0,2024-10-22,Active,1
14473,4445,7584442153,Credit Bureau,Mobile,0,1,0,2024-10-22,Wrong Party,2
14474,4445,4534524996,Customer Provided,Mobile,0,1,0,2024-10-22,Active,3
14475,4445,3055610379,Client,Mobile,0,1,0,2024-10-22,Active,4
14476,4445,7629466159,Client,Mobile,0,1,0,2024-10-22,Active,5
14477,4446,0524456283,Client,Mobile,1,1,0,2025-07-02,Active,1
14478,4446,7380649512,Client,Mobile,0,1,0,2025-07-02,Active,2
14479,4446,2544970634,Client,Mobile,0,1,0,2025-07-02,Active,3
14480,4446,6399818290,Client,Mobile,0,1,0,2025-07-02,Active,4
14481,4447,9058291731,Customer Provided,Mobile,1,1,0,2025-01-03,Active,1
14482,4447,4365035049,Client,Mobile,0,0,0,2025-01-03,Active,2
14483,4448,6929528665,Skip Trace,Mobile,1,1,0,2026-01-08,Active,1
14484,4448,5807375476,Client,Work,0,1,0,2026-01-08,Active,2
14485,4448,0383045665,Credit Bureau,Landline,0,1,0,2026-01-08,Active,3
14486,4448,3311912928,Client,Mobile,0,1,0,2026-01-08,Invalid,4
14487,4449,5320812131,Client,Mobile,1,1,0,2026-01-07,Active,1
14488,4449,5396518899,Customer Provided,Landline,0,1,0,2026-01-07,Active,2
14489,4449,9045121014,Client,Mobile,0,1,0,2026-01-07,Active,3
14490,4449,1679085550,Client,Mobile,0,1,0,2026-01-07,Active,4
14491,4449,7905973791,Skip Trace,Mobile,0,0,0,2026-01-07,Active,5
14492,4450,2310039636,Credit Bureau,Mobile,1,1,0,2025-09-25,Disconnected,1
14493,4450,1043416675,Credit Bureau,Home,0,1,0,2025-09-25,Active,2
14494,4450,5363323718,Client,Landline,0,1,0,2025-09-25,Active,3
14495,4450,5662670519,Client,Mobile,0,1,0,2025-09-25,Active,4
14496,4451,2347632385,Customer Provided,Mobile,1,1,0,2024-09-28,Active,1
14497,4451,0999642808,Client,Mobile,0,1,0,2024-09-28,Disconnected,2
14498,4451,5316972593,Skip Trace,Mobile,0,1,0,2024-09-28,Active,3
14499,4452,3381680835,Credit Bureau,Landline,1,1,0,2026-01-20,Active,1
14500,4452,5790310738,Credit Bureau,Mobile,0,1,0,2026-01-20,Active,2
14501,4452,5203834173,Credit Bureau,Landline,0,1,0,2026-01-20,Active,3
14502,4453,5782027809,Client,Landline,1,1,0,2026-01-13,Active,1
14503,4453,6833978757,Customer Provided,Mobile,0,1,0,2026-01-13,Active,2
14504,4453,7235156746,Client,Mobile,0,1,0,2026-01-13,Active,3
14505,4454,6489601706,Customer Provided,Mobile,1,1,0,2024-07-21,Active,1
14506,4454,3093604611,Credit Bureau,Home,0,1,0,2024-07-21,Active,2
14507,4454,0217484979,Client,Home,0,1,0,2024-07-21,Active,3
14508,4454,5940512303,Skip Trace,Work,0,0,0,2024-07-21,Active,4
14509,4454,3525114550,Credit Bureau,Home,0,1,0,2024-07-21,Active,5
14510,4455,3398582448,Credit Bureau,Mobile,1,0,0,2024-07-01,Active,1
14511,4455,5640014185,Client,Mobile,0,1,0,2024-07-01,Active,2
14512,4455,8715709113,Skip Trace,Mobile,0,1,0,2024-07-01,Active,3
14513,4455,1998308277,Client,Mobile,0,1,0,2024-07-01,Disconnected,4
14514,4456,2233135732,Client,Mobile,1,1,0,2025-12-17,Active,1
14515,4456,4696957530,Skip Trace,Mobile,0,1,0,2025-12-17,Active,2
14516,4457,4800414670,Skip Trace,Mobile,1,0,0,2026-01-13,Active,1
14517,4457,1090160935,Client,Work,0,1,0,2026-01-13,Active,2
14518,4457,1852787504,Client,Mobile,0,1,0,2026-01-13,Wrong Party,3
14519,4457,3914884672,Credit Bureau,Mobile,0,1,0,2026-01-13,Active,4
14520,4457,7600220965,Client,Mobile,0,1,0,2026-01-13,Active,5
14521,4458,3939724256,Client,Mobile,1,1,0,2026-01-06,Active,1
14522,4458,2842787477,Skip Trace,Mobile,0,1,0,2026-01-06,Active,2
14523,4458,5566814617,Skip Trace,Mobile,0,1,0,2026-01-06,Active,3
14524,4459,0485435115,Skip Trace,Work,1,0,1,2025-06-09,Active,1
14525,4459,8791627520,Skip Trace,Mobile,0,1,0,2025-06-09,Active,2
14526,4459,4258452149,Credit Bureau,Mobile,0,1,0,2025-06-09,Active,3
14527,4459,7672632619,Skip Trace,Mobile,0,0,0,2025-06-09,Disconnected,4
14528,4459,9701354162,Client,Mobile,0,1,0,2025-06-09,Active,5
14529,4460,7311488034,Client,Mobile,1,1,0,2026-01-05,Active,1
14530,4460,0185529795,Client,Mobile,0,1,0,2026-01-05,Invalid,2
14531,4461,4550758837,Client,Mobile,1,1,0,2026-01-20,Active,1
14532,4461,6308510798,Client,Mobile,0,1,0,2026-01-20,Active,2
14533,4461,0431454945,Client,Mobile,0,1,0,2026-01-20,Active,3
14534,4462,5017125793,Skip Trace,Home,1,0,0,2026-01-20,Active,1
14535,4462,8859712037,Credit Bureau,Home,0,1,0,2026-01-20,Active,2
14536,4462,6367037963,Client,Mobile,0,1,0,2026-01-20,Disconnected,3
14537,4462,4737742950,Client,Landline,0,1,0,2026-01-20,Active,4
14538,4462,6680666988,Credit Bureau,Mobile,0,1,0,2026-01-20,Active,5
14539,4463,1980884515,Credit Bureau,Work,1,1,0,2025-06-20,Active,1
14540,4463,5374007658,Client,Mobile,0,1,0,2025-06-20,Active,2
14541,4463,3413634912,Skip Trace,Landline,0,0,0,2025-06-20,Active,3
14542,4463,0987694182,Credit Bureau,Mobile,0,1,0,2025-06-20,Active,4
14543,4464,5415156819,Client,Mobile,1,1,0,2024-08-12,Active,1
14544,4464,1424384485,Client,Work,0,1,0,2024-08-12,Active,2
14545,4465,8868633037,Skip Trace,Mobile,1,1,0,2024-11-05,Active,1
14546,4465,2218203223,Client,Mobile,0,1,0,2024-11-05,Active,2
14547,4466,7142877488,Client,Home,1,1,0,2025-11-01,Active,1
14548,4466,1630902739,Client,Mobile,0,1,0,2025-11-01,Active,2
14549,4466,9558541210,Skip Trace,Landline,0,0,0,2025-11-01,Active,3
14550,4467,1616876437,Customer Provided,Mobile,1,1,0,2026-01-23,Active,1
14551,4467,3918494568,Client,Home,0,1,0,2026-01-23,Active,2
14552,4467,9988847995,Customer Provided,Mobile,0,1,0,2026-01-23,Active,3
14553,4467,4392186043,Client,Mobile,0,1,0,2026-01-23,Active,4
14554,4468,2458268480,Client,Mobile,1,1,0,2025-02-19,Active,1
14555,4468,5435150113,Skip Trace,Mobile,0,0,0,2025-02-19,Active,2
14556,4468,2792825125,Client,Landline,0,1,0,2025-02-19,Active,3
14557,4469,1728335784,Client,Mobile,1,1,0,2025-09-20,Wrong Party,1
14558,4469,2487151617,Credit Bureau,Mobile,0,0,0,2025-09-20,Disconnected,2
14559,4469,1483970523,Credit Bureau,Mobile,0,0,0,2025-09-20,Disconnected,3
14560,4470,8056362655,Credit Bureau,Home,1,0,0,2024-11-27,Active,1
14561,4470,5923981365,Credit Bureau,Mobile,0,1,0,2024-11-27,Active,2
14562,4471,9048458789,Client,Work,1,0,0,2026-01-05,Active,1
14563,4471,9552256180,Client,Mobile,0,1,0,2026-01-05,Wrong Party,2
14564,4472,7972468984,Skip Trace,Mobile,1,0,0,2025-09-20,Disconnected,1
14565,4472,1474726908,Credit Bureau,Mobile,0,0,1,2025-09-20,Active,2
14566,4472,2201370297,Client,Mobile,0,1,0,2025-09-20,Active,3
14567,4473,7856102657,Client,Mobile,1,1,0,2026-01-29,Disconnected,1
14568,4473,2048228799,Credit Bureau,Home,0,1,0,2026-01-29,Disconnected,2
14569,4473,0317791994,Client,Mobile,0,1,0,2026-01-29,Disconnected,3
14570,4473,1395608675,Credit Bureau,Mobile,0,1,0,2026-01-29,Active,4
14571,4473,3621088705,Credit Bureau,Landline,0,1,1,2026-01-29,Active,5
14572,4474,6170791734,Credit Bureau,Work,1,1,0,2025-01-01,Active,1
14573,4474,7623959493,Client,Work,0,0,0,2025-01-01,Active,2
14574,4474,8940516843,Client,Mobile,0,1,0,2025-01-01,Active,3
14575,4475,4766288714,Client,Mobile,1,1,0,2025-06-09,Active,1
14576,4475,1862661686,Client,Landline,0,1,0,2025-06-09,Active,2
14577,4475,4300542333,Client,Mobile,0,0,0,2025-06-09,Active,3
14578,4475,6753797153,Client,Mobile,0,1,0,2025-06-09,Active,4
14579,4475,6290773052,Client,Mobile,0,1,0,2025-06-09,Active,5
14580,4476,2168942779,Client,Landline,1,1,0,2025-08-23,Active,1
14581,4476,5635466404,Client,Mobile,0,1,0,2025-08-23,Active,2
14582,4476,4323792457,Client,Mobile,0,1,0,2025-08-23,Active,3
14583,4477,4949202614,Customer Provided,Mobile,1,1,0,2024-08-27,Active,1
14584,4477,4815190365,Client,Mobile,0,1,0,2024-08-27,Active,2
14585,4477,4217470046,Skip Trace,Work,0,1,0,2024-08-27,Active,3
14586,4478,2439297877,Client,Mobile,1,0,0,2025-03-21,Wrong Party,1
14587,4478,9391272998,Client,Mobile,0,1,0,2025-03-21,Active,2
14588,4478,3361567397,Client,Mobile,0,1,0,2025-03-21,Active,3
14589,4478,8786150091,Skip Trace,Mobile,0,1,0,2025-03-21,Active,4
14590,4479,8256128295,Skip Trace,Mobile,1,1,0,2025-04-02,Active,1
14591,4479,5512169906,Client,Work,0,1,0,2025-04-02,Active,2
14592,4479,7371975456,Client,Work,0,1,0,2025-04-02,Active,3
14593,4479,9777093820,Client,Mobile,0,1,0,2025-04-02,Active,4
14594,4479,2071825345,Skip Trace,Landline,0,0,0,2025-04-02,Active,5
14595,4480,8994797836,Skip Trace,Mobile,1,0,0,2025-12-15,Active,1
14596,4480,0825600620,Customer Provided,Mobile,0,1,0,2025-12-15,Active,2
14597,4480,1046637991,Client,Mobile,0,1,0,2025-12-15,Active,3
14598,4481,6505416168,Credit Bureau,Mobile,1,1,0,2025-12-06,Active,1
14599,4481,4103378801,Client,Mobile,0,1,0,2025-12-06,Active,2
14600,4481,4004764822,Customer Provided,Landline,0,1,0,2025-12-06,Active,3
14601,4482,0275237780,Skip Trace,Home,1,0,0,2025-09-10,Disconnected,1
14602,4482,1197896588,Credit Bureau,Landline,0,0,0,2025-09-10,Disconnected,2
14603,4482,7212057379,Client,Mobile,0,0,0,2025-09-10,Active,3
14604,4482,0905961808,Skip Trace,Home,0,1,0,2025-09-10,Active,4
14605,4482,9370465387,Client,Mobile,0,0,0,2025-09-10,Disconnected,5
14606,4483,3647489170,Credit Bureau,Home,1,1,0,2025-08-27,Active,1
14607,4483,6755383479,Credit Bureau,Work,0,1,0,2025-08-27,Disconnected,2
14608,4483,8380056400,Client,Mobile,0,1,0,2025-08-27,Active,3
14609,4483,2972779901,Client,Mobile,0,1,0,2025-08-27,Active,4
14610,4484,9297616546,Client,Mobile,1,1,0,2025-07-11,Active,1
14611,4484,3450384257,Skip Trace,Mobile,0,0,0,2025-07-11,Active,2
14612,4484,9652607813,Client,Mobile,0,1,0,2025-07-11,Active,3
14613,4484,2877576921,Client,Mobile,0,1,0,2025-07-11,Active,4
14614,4484,4660450964,Customer Provided,Mobile,0,1,0,2025-07-11,Active,5
14615,4485,6636865186,Client,Mobile,1,1,0,2025-07-30,Active,1
14616,4485,3818730138,Client,Mobile,0,1,0,2025-07-30,Active,2
14617,4485,6037944376,Customer Provided,Mobile,0,1,0,2025-07-30,Active,3
14618,4485,6269896722,Client,Mobile,0,1,0,2025-07-30,Active,4
14619,4485,9650488586,Client,Mobile,0,1,0,2025-07-30,Active,5
14620,4486,8662412134,Client,Mobile,1,1,0,2024-10-05,Active,1
14621,4486,0454454571,Credit Bureau,Work,0,0,0,2024-10-05,Active,2
14622,4486,4083684372,Client,Mobile,0,1,0,2024-10-05,Active,3
14623,4487,2881164935,Client,Mobile,1,1,0,2025-07-01,Active,1
14624,4487,0241476341,Credit Bureau,Work,0,1,0,2025-07-01,Active,2
14625,4487,9082682805,Client,Landline,0,1,0,2025-07-01,Active,3
14626,4487,4920625921,Skip Trace,Landline,0,0,0,2025-07-01,Active,4
14627,4487,4810043328,Credit Bureau,Mobile,0,0,1,2025-07-01,Active,5
14628,4488,7531896895,Credit Bureau,Work,1,1,0,2025-01-29,Active,1
14629,4488,7154819356,Client,Mobile,0,1,0,2025-01-29,Active,2
14630,4489,2808114251,Credit Bureau,Work,1,1,0,2026-01-07,Active,1
14631,4489,5324424725,Client,Home,0,1,0,2026-01-07,Active,2
14632,4489,6926987010,Client,Mobile,0,1,0,2026-01-07,Active,3
14633,4490,8404820930,Client,Mobile,1,1,0,2025-06-12,Active,1
14634,4490,4352135653,Client,Mobile,0,1,1,2025-06-12,Active,2
14635,4491,6758239788,Client,Mobile,1,1,0,2026-01-29,Active,1
14636,4491,3566140178,Credit Bureau,Mobile,0,0,0,2026-01-29,Active,2
14637,4491,2512695135,Skip Trace,Mobile,0,0,0,2026-01-29,Active,3
14638,4492,0474083081,Credit Bureau,Mobile,1,1,0,2024-09-19,Active,1
14639,4492,1132411949,Client,Mobile,0,1,1,2024-09-19,Active,2
14640,4492,4921755942,Credit Bureau,Mobile,0,0,0,2024-09-19,Active,3
14641,4493,0511684162,Client,Mobile,1,1,0,2026-01-06,Active,1
14642,4493,0635618611,Client,Mobile,0,0,0,2026-01-06,Active,2
14643,4493,8917942109,Client,Mobile,0,1,1,2026-01-06,Active,3
14644,4493,1564402194,Client,Landline,0,1,0,2026-01-06,Active,4
14645,4493,6769861150,Client,Mobile,0,1,0,2026-01-06,Disconnected,5
14646,4494,4080413754,Skip Trace,Mobile,1,0,0,2024-11-03,Disconnected,1
14647,4494,4232114324,Client,Landline,0,1,0,2024-11-03,Active,2
14648,4494,3073528414,Skip Trace,Landline,0,0,0,2024-11-03,Active,3
14649,4494,1530783003,Client,Work,0,1,0,2024-11-03,Active,4
14650,4495,1579103861,Credit Bureau,Mobile,1,1,0,2025-11-25,Active,1
14651,4495,8243661413,Client,Mobile,0,1,0,2025-11-25,Active,2
14652,4495,0561172391,Skip Trace,Mobile,0,0,0,2025-11-25,Active,3
14653,4496,4680157494,Skip Trace,Work,1,1,0,2026-01-20,Wrong Party,1
14654,4496,1769116540,Skip Trace,Mobile,0,0,0,2026-01-20,Active,2
14655,4496,7761544933,Skip Trace,Mobile,0,1,0,2026-01-20,Active,3
14656,4496,0392321751,Skip Trace,Home,0,1,0,2026-01-20,Disconnected,4
14657,4497,7524070182,Client,Mobile,1,1,0,2026-01-21,Active,1
14658,4497,7609549006,Client,Home,0,1,0,2026-01-21,Active,2
14659,4498,5791225044,Client,Mobile,1,1,0,2024-09-08,Active,1
14660,4498,6054429625,Client,Mobile,0,1,0,2024-09-08,Active,2
14661,4498,8085778268,Client,Mobile,0,1,0,2024-09-08,Active,3
14662,4499,9721295802,Credit Bureau,Mobile,1,1,0,2024-08-27,Active,1
14663,4499,1395990048,Client,Mobile,0,1,0,2024-08-27,Wrong Party,2
14664,4500,7652034755,Credit Bureau,Mobile,1,1,0,2025-12-21,Active,1
14665,4500,1723030180,Client,Mobile,0,1,0,2025-12-21,Invalid,2
14666,4500,3761878199,Client,Mobile,0,1,0,2025-12-21,Active,3
14667,4500,4664667913,Client,Mobile,0,1,0,2025-12-21,Active,4
14668,4501,8011481419,Client,Mobile,1,1,0,2026-01-07,Active,1
14669,4501,2603782756,Credit Bureau,Mobile,0,1,0,2026-01-07,Active,2
14670,4501,0839179327,Customer Provided,Landline,0,1,0,2026-01-07,Active,3
14671,4502,7628254979,Client,Mobile,1,1,0,2025-08-23,Disconnected,1
14672,4502,1710645130,Skip Trace,Work,0,0,0,2025-08-23,Active,2
14673,4502,4770666258,Client,Landline,0,0,0,2025-08-23,Invalid,3
14674,4503,3393037535,Client,Work,1,1,0,2025-12-19,Active,1
14675,4503,5255750936,Customer Provided,Mobile,0,1,0,2025-12-19,Active,2
14676,4504,9269408812,Credit Bureau,Mobile,1,1,0,2025-07-10,Active,1
14677,4504,5143383111,Client,Mobile,0,1,0,2025-07-10,Active,2
14678,4504,0915710300,Client,Mobile,0,1,0,2025-07-10,Active,3
14679,4505,0018076425,Client,Work,1,1,0,2025-08-28,Disconnected,1
14680,4505,0805120881,Credit Bureau,Home,0,1,0,2025-08-28,Active,2
14681,4505,9077602850,Skip Trace,Mobile,0,1,0,2025-08-28,Active,3
14682,4506,5558091862,Client,Mobile,1,1,0,2024-09-19,Active,1
14683,4506,2329467668,Credit Bureau,Home,0,0,0,2024-09-19,Wrong Party,2
14684,4506,7496154057,Client,Mobile,0,1,0,2024-09-19,Active,3
14685,4507,2374853120,Client,Mobile,1,1,0,2024-12-09,Active,1
14686,4507,8033483338,Credit Bureau,Mobile,0,1,0,2024-12-09,Disconnected,2
14687,4508,9317713794,Customer Provided,Mobile,1,1,0,2025-07-19,Active,1
14688,4508,9810634223,Skip Trace,Mobile,0,1,0,2025-07-19,Active,2
14689,4508,8486089127,Credit Bureau,Mobile,0,0,0,2025-07-19,Active,3
14690,4509,1600304874,Client,Work,1,1,0,2025-07-31,Active,1
14691,4509,3918370672,Client,Mobile,0,1,0,2025-07-31,Active,2
14692,4509,5548148100,Skip Trace,Mobile,0,0,0,2025-07-31,Disconnected,3
14693,4509,1298158029,Client,Home,0,1,0,2025-07-31,Active,4
14694,4510,9804294562,Client,Home,1,1,0,2025-09-04,Active,1
14695,4510,8182762434,Skip Trace,Mobile,0,1,0,2025-09-04,Active,2
14696,4510,0458344611,Client,Mobile,0,1,0,2025-09-04,Active,3
14697,4510,2789567538,Client,Mobile,0,1,0,2025-09-04,Active,4
14698,4511,5919128081,Client,Landline,1,1,0,2024-07-13,Active,1
14699,4511,6003474649,Client,Mobile,0,1,0,2024-07-13,Active,2
14700,4511,2903505973,Credit Bureau,Mobile,0,0,0,2024-07-13,Wrong Party,3
14701,4511,8480321621,Client,Mobile,0,1,0,2024-07-13,Active,4
14702,4512,5975903302,Skip Trace,Mobile,1,1,0,2025-01-01,Active,1
14703,4512,4239109992,Client,Mobile,0,1,0,2025-01-01,Active,2
14704,4512,7487104856,Client,Home,0,1,0,2025-01-01,Active,3
14705,4512,0646673188,Client,Mobile,0,1,0,2025-01-01,Active,4
14706,4513,1912622045,Customer Provided,Mobile,1,1,0,2025-02-05,Active,1
14707,4513,2453244419,Client,Home,0,1,0,2025-02-05,Active,2
14708,4513,0865657433,Credit Bureau,Mobile,0,1,0,2025-02-05,Active,3
14709,4514,1906901614,Credit Bureau,Mobile,1,1,0,2025-11-30,Active,1
14710,4514,3806118471,Customer Provided,Work,0,1,0,2025-11-30,Active,2
14711,4514,0705423037,Skip Trace,Mobile,0,1,0,2025-11-30,Active,3
14712,4514,4327531717,Client,Mobile,0,1,0,2025-11-30,Active,4
14713,4515,1537148742,Client,Mobile,1,1,0,2024-08-14,Active,1
14714,4515,7065510865,Client,Mobile,0,1,0,2024-08-14,Active,2
14715,4515,4715399526,Credit Bureau,Mobile,0,1,0,2024-08-14,Active,3
14716,4515,4933166174,Credit Bureau,Home,0,1,0,2024-08-14,Active,4
14717,4516,1499246471,Credit Bureau,Mobile,1,1,0,2026-01-13,Active,1
14718,4516,2123366201,Skip Trace,Mobile,0,0,1,2026-01-13,Active,2
14719,4516,7918091933,Customer Provided,Mobile,0,1,0,2026-01-13,Active,3
14720,4517,5168976274,Client,Mobile,1,1,0,2025-01-01,Disconnected,1
14721,4517,8218830431,Client,Mobile,0,1,0,2025-01-01,Active,2
14722,4518,7862066126,Client,Home,1,1,0,2025-08-31,Active,1
14723,4518,8113767317,Skip Trace,Home,0,0,0,2025-08-31,Active,2
14724,4518,9334950375,Client,Landline,0,1,0,2025-08-31,Active,3
14725,4519,4768590148,Customer Provided,Home,1,1,0,2024-08-16,Active,1
14726,4519,4521661223,Credit Bureau,Mobile,0,0,0,2024-08-16,Wrong Party,2
14727,4519,2687862206,Client,Mobile,0,1,0,2024-08-16,Wrong Party,3
14728,4519,1413164220,Credit Bureau,Mobile,0,0,0,2024-08-16,Active,4
